0.000000000000000e+000,1.200000e+001
1.000000000000000e-003,1.200000e+001
2.000000000000000e-003,1.200000e+001
3.000000000000000e-003,1.200000e+001
4.000000000000000e-003,1.200000e+001
5.000000000000000e-003,1.200000e+001
6.000000000000000e-003,1.200000e+001
7.000000000000000e-003,1.200000e+001
8.000000000000000e-003,1.200000e+001
8.999999999999999e-003,1.200000e+001
1.000000000000000e-002,1.200000e+001
1.100000000000000e-002,1.200000e+001
1.200000000000000e-002,1.200000e+001
1.300000000000000e-002,1.200000e+001
1.400000000000000e-002,1.200000e+001
1.500000000000000e-002,1.200000e+001
1.600000000000000e-002,1.200000e+001
1.700000000000000e-002,1.200000e+001
1.800000000000000e-002,1.200000e+001
1.900000000000000e-002,1.200000e+001
2.000000000000000e-002,1.200000e+001
2.100000000000000e-002,1.200000e+001
2.200000000000000e-002,1.200000e+001
2.300000000000000e-002,1.200000e+001
2.400000000000000e-002,1.200000e+001
2.500000000000000e-002,1.200000e+001
2.600000000000000e-002,1.200000e+001
2.700000000000000e-002,1.200000e+001
2.800000000000000e-002,1.200000e+001
2.900000000000000e-002,1.200000e+001
3.000000000000000e-002,1.200000e+001
3.100000000000000e-002,1.200000e+001
3.200000000000000e-002,1.200000e+001
3.300000000000000e-002,1.200000e+001
3.400000000000000e-002,1.200000e+001
3.500000000000000e-002,1.200000e+001
3.600000000000000e-002,1.200000e+001
3.700000000000000e-002,1.200000e+001
3.800000000000000e-002,1.200000e+001
3.900000000000000e-002,1.200000e+001
4.000000000000000e-002,1.200000e+001
4.100000000000000e-002,1.200000e+001
4.200000000000000e-002,1.200000e+001
4.300000000000000e-002,1.200000e+001
4.400000000000000e-002,1.200000e+001
4.500000000000000e-002,1.200000e+001
4.600000000000000e-002,1.200000e+001
4.700000000000000e-002,1.200000e+001
4.800000000000000e-002,1.200000e+001
4.900000000000000e-002,1.200000e+001
5.000000000000000e-002,1.200000e+001
5.100000000000000e-002,1.200000e+001
5.200000000000000e-002,1.200000e+001
5.300000000000000e-002,1.200000e+001
5.400000000000000e-002,1.200000e+001
5.500000000000000e-002,1.200000e+001
5.600000000000000e-002,1.200000e+001
5.700000000000000e-002,1.200000e+001
5.800000000000000e-002,1.200000e+001
5.900000000000000e-002,1.200000e+001
6.000000000000000e-002,1.200000e+001
6.100000000000000e-002,1.200000e+001
6.200000000000000e-002,1.200000e+001
6.300000000000000e-002,1.200000e+001
6.400000000000000e-002,1.200000e+001
6.500000000000000e-002,1.200000e+001
6.600000000000000e-002,1.200000e+001
6.700000000000000e-002,1.200000e+001
6.800000000000001e-002,1.200000e+001
6.900000000000001e-002,1.200000e+001
7.000000000000001e-002,1.200000e+001
7.099999999999999e-002,1.200000e+001
7.200000000000000e-002,1.200000e+001
7.300000000000000e-002,1.200000e+001
7.400000000000000e-002,1.200000e+001
7.500000000000000e-002,1.200000e+001
7.600000000000000e-002,1.200000e+001
7.700000000000000e-002,1.200000e+001
7.800000000000000e-002,1.200000e+001
7.900000000000000e-002,1.200000e+001
8.000000000000000e-002,1.200000e+001
8.100000000000000e-002,1.200000e+001
8.200000000000000e-002,1.200000e+001
8.300000000000000e-002,1.200000e+001
8.400000000000001e-002,1.200000e+001
8.500000000000001e-002,1.200000e+001
8.599999999999999e-002,1.200000e+001
8.699999999999999e-002,1.200000e+001
8.800000000000000e-002,1.200000e+001
8.900000000000000e-002,1.200000e+001
9.000000000000000e-002,1.200000e+001
9.100000000000000e-002,1.200000e+001
9.200000000000000e-002,1.200000e+001
9.300000000000000e-002,1.200000e+001
9.400000000000000e-002,1.200000e+001
9.500000000000000e-002,1.200000e+001
9.600000000000000e-002,1.200000e+001
9.700000000000000e-002,1.200000e+001
9.800000000000000e-002,1.200000e+001
9.900000000000001e-002,1.200000e+001
1.000000000000000e-001,1.200000e+001
1.010000000000000e-001,1.200000e+001
1.020000000000000e-001,1.200000e+001
1.030000000000000e-001,1.200000e+001
1.040000000000000e-001,1.200000e+001
1.050000000000000e-001,1.200000e+001
1.060000000000000e-001,1.200000e+001
1.070000000000000e-001,1.200000e+001
1.080000000000000e-001,1.200000e+001
1.090000000000000e-001,1.200000e+001
1.100000000000000e-001,1.200000e+001
1.110000000000000e-001,1.200000e+001
1.120000000000000e-001,1.200000e+001
1.130000000000000e-001,1.200000e+001
1.140000000000000e-001,1.200000e+001
1.150000000000000e-001,1.200000e+001
1.160000000000000e-001,1.200000e+001
1.170000000000000e-001,1.200000e+001
1.180000000000000e-001,1.200000e+001
1.190000000000000e-001,1.200000e+001
1.200000000000000e-001,1.200000e+001
1.210000000000000e-001,1.200000e+001
1.220000000000000e-001,1.200000e+001
1.230000000000000e-001,1.200000e+001
1.240000000000000e-001,1.200000e+001
1.250000000000000e-001,1.200000e+001
1.260000000000000e-001,1.200000e+001
1.270000000000000e-001,1.200000e+001
1.280000000000000e-001,1.200000e+001
1.290000000000000e-001,1.200000e+001
1.300000000000000e-001,1.200000e+001
1.310000000000000e-001,1.200000e+001
1.320000000000000e-001,1.200000e+001
1.330000000000000e-001,1.200000e+001
1.340000000000000e-001,1.200000e+001
1.350000000000000e-001,1.200000e+001
1.360000000000000e-001,1.200000e+001
1.370000000000000e-001,1.200000e+001
1.380000000000000e-001,1.200000e+001
1.390000000000000e-001,1.200000e+001
1.400000000000000e-001,1.200000e+001
1.410000000000000e-001,1.200000e+001
