1.00000000000000e+00,2.78791013381182e+01,-1.25944536369245e+02
1.00230523807790e+00,2.78921996473307e+01,-1.26007255525972e+02
1.00461579027839e+00,2.79052771262441e+01,-1.26070019294288e+02
1.00693166885180e+00,2.79183337453270e+01,-1.26132827404457e+02
1.00925288607668e+00,2.79313694751797e+01,-1.26195679585737e+02
1.01157945425990e+00,2.79443842865922e+01,-1.26258575566300e+02
1.01391138573668e+00,2.79573781504957e+01,-1.26321515073310e+02
1.01624869287070e+00,2.79703510379973e+01,-1.26384497832895e+02
1.01859138805412e+00,2.79833029203492e+01,-1.26447523570176e+02
1.02093948370768e+00,2.79962337689819e+01,-1.26510592009228e+02
1.02329299228075e+00,2.80091435554871e+01,-1.26573702873134e+02
1.02565192625141e+00,2.80220322516243e+01,-1.26636855883948e+02
1.02801629812647e+00,2.80348998293172e+01,-1.26700050762729e+02
1.03038612044162e+00,2.80477462606529e+01,-1.26763287229561e+02
1.03276140576140e+00,2.80605715179078e+01,-1.26826565003481e+02
1.03514216667934e+00,2.80733755735009e+01,-1.26889883802577e+02
1.03752841581801e+00,2.80861584000474e+01,-1.26953243343937e+02
1.03992016582906e+00,2.80989199703149e+01,-1.27016643343693e+02
1.04231742939330e+00,2.81116602572587e+01,-1.27080083516958e+02
1.04472021922080e+00,2.81243792340052e+01,-1.27143563577915e+02
1.04712854805090e+00,2.81370768738487e+01,-1.27207083239781e+02
1.04954242865232e+00,2.81497531502687e+01,-1.27270642214801e+02
1.05196187382322e+00,2.81624080369242e+01,-1.27334240214270e+02
1.05438689639126e+00,2.81750415076360e+01,-1.27397876948555e+02
1.05681750921366e+00,2.81876535364304e+01,-1.27461552127044e+02
1.05925372517729e+00,2.82002440974883e+01,-1.27525265458246e+02
1.06169555719872e+00,2.82128131651871e+01,-1.27589016649689e+02
1.06414301822431e+00,2.82253607140891e+01,-1.27652805408001e+02
1.06659612123026e+00,2.82378867189218e+01,-1.27716631438903e+02
1.06905487922266e+00,2.82503911546188e+01,-1.27780494447177e+02
1.07151930523761e+00,2.82628739962876e+01,-1.27844394136714e+02
1.07398941234124e+00,2.82753352192226e+01,-1.27908330210507e+02
1.07646521362983e+00,2.82877747988987e+01,-1.27972302370672e+02
1.07894672222983e+00,2.83001927110030e+01,-1.28036310318388e+02
1.08143395129794e+00,2.83125889313872e+01,-1.28100353753990e+02
1.08392691402120e+00,2.83249634360968e+01,-1.28164432376949e+02
1.08642562361706e+00,2.83373162013802e+01,-1.28228545885828e+02
1.08893009333343e+00,2.83496472036688e+01,-1.28292693978357e+02
1.09144033644876e+00,2.83619564195833e+01,-1.28356876351403e+02
1.09395636627209e+00,2.83742438259472e+01,-1.28421092700968e+02
1.09647819614318e+00,2.83865093997730e+01,-1.28485342722242e+02
1.09900583943252e+00,2.83987531182711e+01,-1.28549626109543e+02
1.10153930954141e+00,2.84109749588473e+01,-1.28613942556383e+02
1.10407861990207e+00,2.84231748991068e+01,-1.28678291755432e+02
1.10662378397766e+00,2.84353529168526e+01,-1.28742673398557e+02
1.10917481526240e+00,2.84475089900748e+01,-1.28807087176813e+02
1.11173172728159e+00,2.84596430969803e+01,-1.28871532780459e+02
1.11429453359173e+00,2.84717552159766e+01,-1.28936009898915e+02
1.11686324778056e+00,2.84838453256502e+01,-1.29000518220876e+02
1.11943788346715e+00,2.84959134048279e+01,-1.29065057434184e+02
1.12201845430196e+00,2.85079594325043e+01,-1.29129627225962e+02
1.12460497396692e+00,2.85199833878879e+01,-1.29194227282555e+02
1.12719745617551e+00,2.85319852504047e+01,-1.29258857289512e+02
1.12979591467280e+00,2.85439649996771e+01,-1.29323516931644e+02
1.13240036323556e+00,2.85559226155391e+01,-1.29388205893024e+02
1.13501081567231e+00,2.85678580780179e+01,-1.29452923856984e+02
1.13762728582343e+00,2.85797713673653e+01,-1.29517670506105e+02
1.14024978756117e+00,2.85916624640385e+01,-1.29582445522250e+02
1.14287833478977e+00,2.86035313486952e+01,-1.29647248586576e+02
1.14551294144553e+00,2.86153780022193e+01,-1.29712079379499e+02
1.14815362149688e+00,2.86272024056796e+01,-1.29776937580781e+02
1.15080038894443e+00,2.86390045403977e+01,-1.29841822869412e+02
1.15345325782109e+00,2.86507843878722e+01,-1.29906734923756e+02
1.15611224219210e+00,2.86625419298294e+01,-1.29971673421464e+02
1.15877735615512e+00,2.86742771482052e+01,-1.30036638039541e+02
1.16144861384034e+00,2.86859900251593e+01,-1.30101628454281e+02
1.16412602941049e+00,2.86976805430564e+01,-1.30166644341366e+02
1.16680961706096e+00,2.87093486844919e+01,-1.30231685375777e+02
1.16949939101987e+00,2.87209944322570e+01,-1.30296751231897e+02
1.17219536554813e+00,2.87326177693831e+01,-1.30361841583449e+02
1.17489755493953e+00,2.87442186791075e+01,-1.30426956103526e+02
1.17760597352080e+00,2.87557971448903e+01,-1.30492094464607e+02
1.18032063565173e+00,2.87673531504058e+01,-1.30557256338562e+02
1.18304155572516e+00,2.87788866795623e+01,-1.30622441396648e+02
1.18576874816716e+00,2.87903977164695e+01,-1.30687649309538e+02
1.18850222743702e+00,2.88018862454857e+01,-1.30752879747283e+02
1.19124200802737e+00,2.88133522511617e+01,-1.30818132379401e+02
1.19398810446427e+00,2.88247957183040e+01,-1.30883406874787e+02
1.19674053130724e+00,2.88362166319079e+01,-1.30948702901825e+02
1.19949930314938e+00,2.88476149772166e+01,-1.31014020128297e+02
1.20226443461741e+00,2.88589907396953e+01,-1.31079358221460e+02
1.20503594037179e+00,2.88703439050292e+01,-1.31144716848028e+02
1.20781383510678e+00,2.88816744591348e+01,-1.31210095674159e+02
1.21059813355048e+00,2.88929823881496e+01,-1.31275494365531e+02
1.21338885046497e+00,2.89042676784449e+01,-1.31340912587270e+02
1.21618600064636e+00,2.89155303166172e+01,-1.31406350004016e+02
1.21898959892486e+00,2.89267702894861e+01,-1.31471806279892e+02
1.22179966016487e+00,2.89379875841087e+01,-1.31537281078554e+02
1.22461619926504e+00,2.89491821877674e+01,-1.31602774063156e+02
1.22743923115840e+00,2.89603540879857e+01,-1.31668284896370e+02
1.23026877081238e+00,2.89715032724883e+01,-1.31733813240442e+02
1.23310483322890e+00,2.89826297292668e+01,-1.31799358757120e+02
1.23594743344451e+00,2.89937334465262e+01,-1.31864921107722e+02
1.23879658653036e+00,2.90048144126939e+01,-1.31930499953142e+02
1.24165230759241e+00,2.90158726164563e+01,-1.31996094953803e+02
1.24451461177138e+00,2.90269080467086e+01,-1.32061705769743e+02
1.24738351424294e+00,2.90379206925923e+01,-1.32127332060570e+02
1.25025903021771e+00,2.90489105434756e+01,-1.32192973485499e+02
1.25314117494141e+00,2.90598775889720e+01,-1.32258629703322e+02
1.25602996369487e+00,2.90708218189240e+01,-1.32324300372465e+02
1.25892541179416e+00,2.90817432233980e+01,-1.32389985150979e+02
1.26182753459066e+00,2.90926417927153e+01,-1.32455683696539e+02
1.26473634747115e+00,2.91035175174198e+01,-1.32521395666446e+02
1.26765186585784e+00,2.91143703883002e+01,-1.32587120717662e+02
